comentario;nota;data
Fomos ao Mercado Central, e aproveitamos para conhecer o Elevador Lacerda. É cobrado um preço simbólico. Já que estávamos ali, combinamos com o motorista para nos pegar na parte alta em frente ao Elevador, e de lá irmos ao Pelourinho, que fica pertinho. Valeu a pena conhecer, a vista é belíssima.;3.0;set de 2015
Você vai com a expectativa de que o elevador terá vista panorâmica, mas não tem. Literalmente serve apenas para transporte, além disso achei o ambiente sujo.;2.0;jan de 2015
Não tem como ir a Salvador e não passar pelo elevador lacerda. Quem sai do mercado modelo rumo ao pelourinho, sempre dá uma passada por lá. O custo é de apenas 0,15 para subir ou descer. A vista é excelente, principalmente em dias de sol. Mas atenção, pois existem muitas pessoas que gostam de se aproveitar de turistas, como vendedores que ja chegam colocando cordões nas pessoas e dizendo que é de graça, mas sempre pedem algum dinheiro em troca. É sempre bom ficar esperto!;4.0;out de 2015
Lugar legal para levar as crianças,para conhecer de perto os pontos turísticos de salvador,conhecer um pouco sobre a historia e tal.;4.0;out de 2015
Este lugar Elevador Lacerda tem acesso as feiras onde podemos fazer boas compras de roupas e artesanatos.;4.0;nov de 2015
Elevador muito famoso, porém é bem simples e rápido. Não há vistas panorâmicas e é cobrado para subir a parte alta da cidade. ;5.0;jan de 2015
Um dos pontos turísticos mais famosos de Salvador, mas, não correspondeu as minhas expectativas. Se o elevador fosse panorâmico, com certeza seria mais atrativo. Porém a vista lá de cima é muito bonita. ;3.0;out de 2015
usei o elevador diversas vezes e sempre  me admirava como, no tempo de sua construção, foi possível realizar tamanha obra. um desafio vencido pela engenharia na Bahia.;5.0;out de 2015
Somente a vista e bonita e a velocidade para chegar a cidade baixa, mercado modelo. Custa 0,75 e infelizmente e todo fechado;3.0;dez de 2015
Vale a pena subir e descer neste elevador. Pode se ver na parte alta a zona antiga da cidade muito pitoresca fazendo lembrar partes de Portugal.;5.0;dez de 2015
Possibilita a vista mais linda de Salvador, Porém a falta de policiamento, permite que vendedores de colar, tentem te obrigar a comprar os colares, depois que te obrigam a deixá-los amarar a fitinha do Senhor do Bonfim em seu braço. Quando não quis comprar o vendedor me xingou aos berros, com um monte de palavrões.;2.0;nov de 2015
Excelente. É um grande elevador que leva pessoas do pelourinho ao mercado público e vice-versa. É cobrada um pequena taxa por pessoa inferior a R$ 0,50. ;4.0;nov de 2015
Maravilhoso passeio para se chegar até a Cidade Baixa e o Mercado Modelo, onde se pode fazer compras e almoçar.;4.0;nov de 2015
"Ao chegar no topo, você se depara com uma passagem incrível e encantadora. Recomendo para famílias e casais;";3.0;out de 2015
O local como um todo é bonito, toda a beleza ao redor do centro histórico. O elevador Lacerda é parada obrigatória pra quem vai a Salvador. Obs: a subida do elevador em si não tem graça nenhuma, mas vale a experiência.;4.0;dez de 2015
Outro ponto turístico famoso na Bahia, contudo está bem abandonado, uma pena e triste de ver.A praça em que você pega o elevador na parte de cima, tem bastante morador de rua, crianças pedintes..mendigos... ou seja, tudo isso que você vê em qualquer cidade grande e que mesmo sendo um local visitado por milhares de pessoas, não se vê segurança, nem limpeza, nem nada!Você paga alguns centavos para descer no elevador.A vista lá de cima é linda, fato! Mas dentro do elevador você se sente naqueles prédios comerciais antigos do Centro de SP, muito esquisito, sujo, com cara que precisa de uma manutenção.;3.0;mar de 2015
Pensei que fosse um elevador panarômico, porém é um elevador normal, me decepcionei e se soubesse que era assim não teria visitado;2.0;jan de 2015
O elevador Lacerda une a cidade alta e baixa de Salvador! É uma vista linda, é barato. Uma pena que não cuidam bem do local;4.0;mar de 2015
Gostei, rápido, acessível e funcional, tem uma fila pra entrar, normal, custa 15 centavos se não To enganado, cuidado com os vendedores na praça, eles querem te empurrar tudo, amarram a fitinha e depois querem cobrar. Da pra se ter uma vista panorâmica linda.;5.0;dez de 2015
alem de ligar a cidade alta a cidade baixa o elevador lacerda é considerado atração turistica, bem localizado de facil acesso e muito bonito por sinal.;5.0;fev de 2015
Não deu pra descer porque tinha fila, mas deu pra curtir um pouco e deslumbrar a vista. Fomos em uma manhã de domingo, bom porque não tinha muita gente e nem ambulantes;4.0;out de 2015
VocÊ paga somente 15 centavos para utilizar o elevador que te leva para o mercado modelo que fica embaixo. A vista é bastante agradável!;4.0;jan de 2015
Atração com preço simbólico (0,15 centavos por pessoa) e dá acesso a uma vista incrível. No dia que utilizei peguei uma fila grande, mas com fluxo rápido.;5.0;dez de 2015
O que é incrível no elevador Lacerda é que ele é exatamente isso: um elevador. Mas é histórico. Minha avó costumava utilizá-lo para chegar na cidade alta quando ia, de castigo, de Abrolhos para Salvador ficar na casa da madrinha dela. A graça, acredito eu, não está no elevador em si, mas no que ele representa, por ser único, por custar 0,15 centavos e ser um ponto turístico que as pessoas pagariam bem mais para visitar, mas ele não é um ponto turístico ele é... um elevador. Útil. Histórico. E a cara da Bahia.;5.0;dez de 2015
Do alto do elevador voce terá uma vista indescritível do por do sol na cidade, alem da região ao redor, onde fica o pelourinho. a visita ao elevador não pode faltar em sua viagem se for a primeira vez em salvador;5.0;set de 2015
Não conhecíamos ainda uma cidade com Elevador. Para nós foi uma novidade andar no Elevador Lacerda, uma aventura de 22 segundos. O Elevador Lacerda é o símbolo da Cidade, seu cartão postal, sua característica única.Foi o primeiro Elevador do mundo que serviu para transporte público e o mais alto deste tipo.O Elevador liga a Praça Tomé de Souza, na Cidade Alta, à Praça Cayru, no Bairro do Comércio.Possui duas torres, quatro cabines, e 73 metros de altura.Sua capacidade á para 128 pessoas e funciona 24 horas por dia.O Elevador Lacerda foi idealizado pelo empresário Antonio de Lacerda, tendo sido um grande desafio para a engenharia da época.;4.0;nov de 2015
Um excelente ponto pra tirar fotos! Alem da praticidade para locomoçao! A abordagem desmedida incomoda um pouco, mas nada que educaçao e gentileza nao resolva! ;3.0;dez de 2015
Ponto turístico crucial cidade alta/baixa. Linda vista de Salvador! Preço super atraente. Recomendo a todos da comunidade TripAdvisor.;5.0;dez de 2015
Assim como um ponto turístico que é simbolo de Salvador, ele também é bastante usando no cotidiano dos moradores da cidade de Salvador. Pra ter acesso ao elevador só basta R$ 0, 15 centavos. ;5.0;dez de 2015
O elevador em si não tem muita coisa, mas a paisagem da Bahia e do Pelourinho, a praça da frente, os prédios históricos da região fazem a diferença. Muito interessante. Vale a pena conhecer.;3.0;out de 2015
Apesar do dia chuvoso tivemos uma vista linda. Ligando a cidade baixa a cidade alta por um valor simbólico. Imperdível.;4.0;nov de 2015
Voce vai até o elevador para conseguir acesso ao pelourinho, achei uma vista divina do mar e da cidade la embaixo também. E o pelourinho nem se fala! Vale super a pena.;5.0;jun de 2015
Debaixo de um sol de 30º ou mais, a fila pode levar uns 10 minutos. Recomendo levar sombrinha para passear pelo centro da cidade (MESMO QUE NÃO VOCÊ NÃO SEJA BRANCO) Realmente o sol pode ser muito quente em alguns momentos do dia em Salvador. A vista para o mar é excelente, mas também só essa que é a parte bonita e que faz o turista sentir que valeu a pena ter queimado a pele numa fila terrível e pegado o elevador.;3.0;dez de 2015
Quer queira ou quer não queira,quem for a Salvador tem que utilizar o Elevador Lacerda.Além de ponto turístico é um ponto de comunicação entre a cidade alta e a cidade baixa.Mesmo quem vai de carro tem que conhecer o Elevador Lacerda.;4.0;dez de 2015
Tem que ir, né? Apesar de castigado pelo tempo, sofreu mais uma reforma recentemente e está bem. Vale pela vista e pela História. Vc pode pegá-lo para subir do Mercado Modelo para ir ao Pelourinho ou vice-versa. Atenção com os vendedores ambulantes e os pedintes...;4.0;jul de 2015
Vista maravilhosa, passeio em grupo correu tudo bem, apesar do calor imenso, mas recomendo sim esse passeio.;4.0;jan de 2015
Esperava mais desse ponto turístico, pois os elevadores não tem vista panorâmica e os funcionários superlotam cada viagem. Além disso  cheira mal e achei inseguro.;3.0;dez de 2015
Muito linda a vista, vale a pena a visita. Se for pra Salvador, não tem como não passar por esse elevador.;4.0;mar de 2015
"Lindo lugar com história, mas todo tomado por pessoas que praticam extorsão dos turistas às vistas da PM. Para estacionar na rua você é obrigado a pagar no mínimo R$10,00 e ainda é ameaçado pelos flanelinhas, ""isso acontece na cidade toda"" e na frente da PM que parece achar normal. Também há sempre aquela sensação de insegurança, pois vemos o tempo todo pessoas se queixando que acabaram de ser roubadas e mais você paga R$10,00 quando deixa o carro e quando vai sair chegam outros exigindo o pagamento de mais R$10,00 na base de ameaça. Infelizmente não volto mais, pelo menos se não mudar a ação da PM";3.0;dez de 2015
O local certamente renderá fotos lindas e uma visão incrível da cidade. É uma ligação entre a cidade alta e cidade baixa ( dica: vale a pena conhecer ambos as parte).;4.0;out de 2015
Ponto turístico que nos leva a cidade alta onde se tem uma vista deslumbrante do mar! Pena que é muito sujo, e o atendimento não é muito cordial, no mercado Modelo achei um boxe onde o vendedor é muito atencioso e simpático!;4.0;abr de 2015
"Liga as partes Alta e Baixa da cidade. No parte baixa só sobrou o Mercado Modelo, que não é mais um mercado e também não é modelo. Virou um centro de comércio popular de gosto duvidoso, com muito pouco artesanato legítimo. No entorno cuidado com os usuários de crack e assaltantes. Não se afaste do Mercado. Na parte Alta, aguente o assédio das ""Baianas"" e dos ambulantes. A vista é bonita e garante boas fotos. Daqui se vai a pé ao Pelourinho, mas muito cuidados com as travessas e vielas.";4.0;out de 2015
com um custo muito pequeno, é uma atração que vale a pena.descer da cidade alta até a cidade baixa e passear pelo mercado modelo é uma ótima opção de passeio. ;3.0;ago de 2015
Impossivel você visitar Salvador e não ir no Pelourinho, então pra chegar lá você tem que subir no famoso Elevador Lacerda que interliga a cidade baixa da cidade baixa!;4.0;jan de 2015
A vista é linda, mas o serviço ainda um pouco demorado e desorganizado. Levamos um tempo para descer. ;3.0;jan de 2015
Lugar seria bonito se não fosse a sujeira, o cheiro de urina e a sensação de insegurança. Os turistas são abordados frequentemente por pedintes.;2.0;nov de 2015
Uma atração muito legal, onde voce se deslocar da cidade alta para baixa. Num elevador super moderno. Vale apena conhecer...;5.0;jan de 2015
Vale a subida super rápida mas um pouco abafado pelo calor natural da Bahia, muitos vendedores querendo dar colar, aconselho não pegar!!!;4.0;dez de 2015
Meio sujo...pois é um modo de todo mundo atravessar para o lado alto. O zelador não dá conta da falta de educação dos passageiros. ;2.0;jan de 2015
Vale a pena somente pela vista da cidade alta. Fila gigante, tive a impressao da manutenção dos elevadores nao ser la grandes coisas;3.0;dez de 2015
Uma vista sensacional! uma beleza inenarrável. é um dos pontos turísticos mais lindos de salvador-ba.;5.0;mai de 2015
Não sei é foi minha impressão, mas a sensação que temos é que o elevador tem vista panorâmica, mas não. Está mais como um elo entre a cidade baixa e a cidade alta, e facilita o acesso à visita de alguns pontos turísticos de salvador. Você pode descer e visitar o mercado modelo e ir à famosa igreja do Senhor do Bonfim que fica à uns 6km de lá, ou ir para o cais do porto e fazer passeios de escuna. E lá em cima dará acesso ao Pelourinho e outros pontos turísticos (museus, lojas, ponto de ônibus, entre outros). O custo é de R$ 0,15 (quinze centavos), e é bom ter moedinhas, me pareceu que já é comum, todo mundo já ir com o valor certo para utilizar o elevador.;5.0;nov de 2015
